[11:15:39 | 16-02-2025] 🚨 Failed to start node for 0x000130F3C1A5543A2fc252D34449E8712F87B22E: <html>
<head><title>504 Gateway Time-out</title></head>
<body>
<center><h1>504 Gateway Time-out</h1></center>
</body>
</html>
<!-- a padding to disable MSIE and Chrome friendly error page -->
<!-- a padding to disable MSIE and Chrome friendly error page -->
<!-- a padding to disable MSIE and Chrome friendly error page -->
<!-- a padding to disable MSIE and Chrome friendly error page -->
<!-- a padding to disable MSIE and Chrome friendly error page -->
<!-- a padding to disable MSIE and Chrome friendly error page -->

[15:15:41 | 16-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[15:15:41 | 16-02-2025] Node Points: 25029
[15:15:41 | 16-02-2025] Last Claim Point: 16/02/2025 04:15:28
[23:14:26 | 16-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[23:14:26 | 16-02-2025] Node Points: 25029
[23:14:26 | 16-02-2025] Last Claim Point: 16/02/2025 04:15:28
[03:13:57 | 17-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[03:13:57 | 17-02-2025] Node Points: 25029
[03:13:57 | 17-02-2025] Last Claim Point: 16/02/2025 04:15:28
[08:06:55 | 17-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[08:06:55 | 17-02-2025] Node Points: 25029
[08:06:55 | 17-02-2025] Last Claim Point: 16/02/2025 04:15:28
[11:17:00 | 17-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[11:17:00 | 17-02-2025] Node Points: 25029
[11:17:00 | 17-02-2025] Last Claim Point: 16/02/2025 04:15:28
[11:17:01 | 17-02-2025] ✅ Points claimed for 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[11:17:01 | 17-02-2025] ✅ Node started for 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[15:19:03 | 17-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[15:19:03 | 17-02-2025] Node Points: 25529
[15:19:03 | 17-02-2025] Last Claim Point: 17/02/2025 04:17:01
[19:27:50 | 17-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[19:27:50 | 17-02-2025] Node Points: 25529
[19:27:50 | 17-02-2025] Last Claim Point: 17/02/2025 04:17:01
[23:16:56 | 17-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[23:16:56 | 17-02-2025] Node Points: 25529
[23:16:56 | 17-02-2025] Last Claim Point: 17/02/2025 04:17:01
[03:14:14 | 18-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[03:14:14 | 18-02-2025] Node Points: 25529
[03:14:14 | 18-02-2025] Last Claim Point: 17/02/2025 04:17:01
[08:04:09 | 18-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[08:04:09 | 18-02-2025] Node Points: 25529
[08:04:09 | 18-02-2025] Last Claim Point: 17/02/2025 04:17:01
[11:16:28 | 18-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[11:16:28 | 18-02-2025] Node Points: 25529
[11:16:28 | 18-02-2025] Last Claim Point: 17/02/2025 04:17:01
[15:18:02 | 18-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[15:18:02 | 18-02-2025] Node Points: 49579
[15:18:02 | 18-02-2025] Last Claim Point: 17/02/2025 04:17:01
[15:18:02 | 18-02-2025] ✅ Points claimed for 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[15:18:03 | 18-02-2025] ✅ Node started for 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[19:27:15 | 18-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[19:27:15 | 18-02-2025] Node Points: 50079
[19:27:15 | 18-02-2025] Last Claim Point: 18/02/2025 08:18:02
[23:17:35 | 18-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[23:17:35 | 18-02-2025] Node Points: 50079
[23:17:35 | 18-02-2025] Last Claim Point: 18/02/2025 08:18:02
[03:14:41 | 19-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[03:14:41 | 19-02-2025] Node Points: 50079
[03:14:41 | 19-02-2025] Last Claim Point: 18/02/2025 08:18:02
[08:04:29 | 19-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[08:04:29 | 19-02-2025] Node Points: 50079
[08:04:29 | 19-02-2025] Last Claim Point: 18/02/2025 08:18:02
[11:17:06 | 19-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[11:17:06 | 19-02-2025] Node Points: 50079
[11:17:06 | 19-02-2025] Last Claim Point: 18/02/2025 08:18:02
[15:18:48 | 19-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[15:18:48 | 19-02-2025] Node Points: 50079
[15:18:48 | 19-02-2025] Last Claim Point: 18/02/2025 08:18:02
[15:18:49 | 19-02-2025] ✅ Points claimed for 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[15:18:50 | 19-02-2025] 🚨 Failed to start node for 0x000130F3C1A5543A2fc252D34449E8712F87B22E: [object Object]
[19:24:12 | 19-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[19:24:12 | 19-02-2025] Node Points: 74612
[19:24:12 | 19-02-2025] Last Claim Point: 19/02/2025 08:18:49
[23:17:00 | 19-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[23:17:00 | 19-02-2025] Node Points: 74612
[23:17:00 | 19-02-2025] Last Claim Point: 19/02/2025 08:18:49
[03:15:01 | 20-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[03:15:01 | 20-02-2025] Node Points: 74612
[03:15:01 | 20-02-2025] Last Claim Point: 19/02/2025 08:18:49
[08:04:46 | 20-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[08:04:46 | 20-02-2025] Node Points: 74612
[08:04:46 | 20-02-2025] Last Claim Point: 19/02/2025 08:18:49
[11:16:26 | 20-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[11:16:26 | 20-02-2025] Node Points: 74612
[11:16:26 | 20-02-2025] Last Claim Point: 19/02/2025 08:18:49
[15:18:06 | 20-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[15:18:06 | 20-02-2025] Node Points: 74612
[15:18:06 | 20-02-2025] Last Claim Point: 19/02/2025 08:18:49
[19:27:30 | 20-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[19:27:30 | 20-02-2025] Node Points: 74612
[19:27:30 | 20-02-2025] Last Claim Point: 19/02/2025 08:18:49
[19:27:31 | 20-02-2025] ✅ Points claimed for 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[19:27:32 | 20-02-2025] ✅ Node started for 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[23:18:00 | 20-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[23:18:00 | 20-02-2025] Node Points: 100112
[23:18:00 | 20-02-2025] Last Claim Point: 20/02/2025 12:27:31
[03:14:55 | 21-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[03:14:55 | 21-02-2025] Node Points: 100112
[03:14:55 | 21-02-2025] Last Claim Point: 20/02/2025 12:27:31
[08:05:05 | 21-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[08:05:05 | 21-02-2025] Node Points: 100112
[08:05:05 | 21-02-2025] Last Claim Point: 20/02/2025 12:27:31
[11:17:54 | 21-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[11:17:54 | 21-02-2025] Node Points: 100112
[11:17:54 | 21-02-2025] Last Claim Point: 20/02/2025 12:27:31
[15:17:52 | 21-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[15:17:52 | 21-02-2025] Node Points: 100112
[15:17:52 | 21-02-2025] Last Claim Point: 20/02/2025 12:27:31
[19:26:47 | 21-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[19:26:47 | 21-02-2025] Node Points: 100112
[19:26:47 | 21-02-2025] Last Claim Point: 20/02/2025 12:27:31
[23:16:57 | 21-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[23:16:57 | 21-02-2025] Node Points: 100112
[23:16:57 | 21-02-2025] Last Claim Point: 20/02/2025 12:27:31
[23:16:59 | 21-02-2025] ✅ Points claimed for 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[23:17:00 | 21-02-2025] 🚨 Failed to start node for 0x000130F3C1A5543A2fc252D34449E8712F87B22E: [object Object]
[03:14:22 | 22-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[03:14:22 | 22-02-2025] Node Points: 100612
[03:14:22 | 22-02-2025] Last Claim Point: 21/02/2025 16:16:58
[08:03:08 | 22-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[08:03:08 | 22-02-2025] Node Points: 132653
[08:03:08 | 22-02-2025] Last Claim Point: 21/02/2025 16:16:58
[11:15:43 | 22-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[11:15:43 | 22-02-2025] Node Points: 132653
[11:15:43 | 22-02-2025] Last Claim Point: 21/02/2025 16:16:58
[15:15:22 | 22-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[15:15:22 | 22-02-2025] Node Points: 132653
[15:15:22 | 22-02-2025] Last Claim Point: 21/02/2025 16:16:58
[19:23:17 | 22-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[19:23:17 | 22-02-2025] Node Points: 132653
[19:23:17 | 22-02-2025] Last Claim Point: 21/02/2025 16:16:58
[23:14:30 | 22-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[23:14:30 | 22-02-2025] Node Points: 132653
[23:14:30 | 22-02-2025] Last Claim Point: 21/02/2025 16:16:58
[03:13:15 | 23-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[03:13:15 | 23-02-2025] Node Points: 132653
[03:13:15 | 23-02-2025] Last Claim Point: 21/02/2025 16:16:58
[03:13:16 | 23-02-2025] 🚨 Failed to claim points for 0x000130F3C1A5543A2fc252D34449E8712F87B22E: [object Object]
[03:13:16 | 23-02-2025] ✅ Node started for 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[08:09:35 | 23-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[08:09:35 | 23-02-2025] Node Points: 132653
[08:09:35 | 23-02-2025] Last Claim Point: 21/02/2025 16:16:58
[08:09:36 | 23-02-2025] 🚨 Failed to claim points for 0x000130F3C1A5543A2fc252D34449E8712F87B22E: [object Object]
[08:09:36 | 23-02-2025] 🚨 Failed to start node for 0x000130F3C1A5543A2fc252D34449E8712F87B22E: [object Object]
[11:15:44 | 23-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[11:15:44 | 23-02-2025] Node Points: 132653
[11:15:44 | 23-02-2025] Last Claim Point: 21/02/2025 16:16:58
[11:15:45 | 23-02-2025] 🚨 Failed to claim points for 0x000130F3C1A5543A2fc252D34449E8712F87B22E: [object Object]
[11:15:46 | 23-02-2025] 🚨 Failed to start node for 0x000130F3C1A5543A2fc252D34449E8712F87B22E: [object Object]
[15:17:00 | 23-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[15:17:00 | 23-02-2025] Node Points: 132653
[15:17:00 | 23-02-2025] Last Claim Point: 21/02/2025 16:16:58
[15:17:00 | 23-02-2025] ✅ Points claimed for 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[15:17:01 | 23-02-2025] 🚨 Failed to start node for 0x000130F3C1A5543A2fc252D34449E8712F87B22E: [object Object]
[19:23:54 | 23-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[19:23:54 | 23-02-2025] Node Points: 133153
[19:23:54 | 23-02-2025] Last Claim Point: 23/02/2025 08:17:00
[23:14:47 | 23-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[23:14:47 | 23-02-2025] Node Points: 133153
[23:14:47 | 23-02-2025] Last Claim Point: 23/02/2025 08:17:00
[03:13:54 | 24-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[03:13:54 | 24-02-2025] Node Points: 133153
[03:13:54 | 24-02-2025] Last Claim Point: 23/02/2025 08:17:00
[08:06:52 | 24-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[08:06:52 | 24-02-2025] Node Points: 157265
[08:06:52 | 24-02-2025] Last Claim Point: 23/02/2025 08:17:00
[11:16:55 | 24-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[11:16:55 | 24-02-2025] Node Points: 157265
[11:16:55 | 24-02-2025] Last Claim Point: 23/02/2025 08:17:00
[15:18:51 | 24-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[15:18:51 | 24-02-2025] Node Points: 157265
[15:18:51 | 24-02-2025] Last Claim Point: 23/02/2025 08:17:00
[15:18:52 | 24-02-2025] ✅ Points claimed for 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[15:18:53 | 24-02-2025] ✅ Node started for 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[19:27:45 | 24-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[19:27:45 | 24-02-2025] Node Points: 157765
[19:27:45 | 24-02-2025] Last Claim Point: 24/02/2025 08:18:52
[08:05:56 | 25-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[08:05:56 | 25-02-2025] Node Points: 157765
[08:05:56 | 25-02-2025] Last Claim Point: 24/02/2025 08:18:52
[11:17:21 | 25-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[11:17:21 | 25-02-2025] Node Points: 157765
[11:17:21 | 25-02-2025] Last Claim Point: 24/02/2025 08:18:52
[15:18:31 | 25-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[15:18:31 | 25-02-2025] Node Points: 157765
[15:18:31 | 25-02-2025] Last Claim Point: 24/02/2025 08:18:52
[03:15:29 | 26-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[03:15:29 | 26-02-2025] Node Points: 181784
[03:15:29 | 26-02-2025] Last Claim Point: 24/02/2025 08:18:52
[03:15:30 | 26-02-2025] ✅ Points claimed for 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[03:15:31 | 26-02-2025] ✅ Node started for 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[08:05:50 | 26-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[08:05:50 | 26-02-2025] Node Points: 182284
[08:05:50 | 26-02-2025] Last Claim Point: 25/02/2025 20:15:30
[11:17:27 | 26-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[11:17:27 | 26-02-2025] Node Points: 182284
[11:17:27 | 26-02-2025] Last Claim Point: 25/02/2025 20:15:30
[15:18:28 | 26-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[15:18:28 | 26-02-2025] Node Points: 182284
[15:18:28 | 26-02-2025] Last Claim Point: 25/02/2025 20:15:30
[19:28:00 | 26-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[19:28:00 | 26-02-2025] Node Points: 182284
[19:28:00 | 26-02-2025] Last Claim Point: 25/02/2025 20:15:30
[23:17:55 | 26-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[23:17:55 | 26-02-2025] Node Points: 182284
[23:17:55 | 26-02-2025] Last Claim Point: 25/02/2025 20:15:30
[03:15:21 | 27-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[03:15:21 | 27-02-2025] Node Points: 182284
[03:15:21 | 27-02-2025] Last Claim Point: 25/02/2025 20:15:30
[08:05:53 | 27-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[08:05:53 | 27-02-2025] Node Points: 206359
[08:05:53 | 27-02-2025] Last Claim Point: 25/02/2025 20:15:30
[08:05:54 | 27-02-2025] ✅ Points claimed for 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[08:05:56 | 27-02-2025] ✅ Node started for 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[11:16:56 | 27-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[11:16:56 | 27-02-2025] Node Points: 206859
[11:16:56 | 27-02-2025] Last Claim Point: 27/02/2025 01:05:54
[15:18:07 | 27-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[15:18:07 | 27-02-2025] Node Points: 206859
[15:18:07 | 27-02-2025] Last Claim Point: 27/02/2025 01:05:54
[19:27:52 | 27-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[19:27:52 | 27-02-2025] Node Points: 206859
[19:27:52 | 27-02-2025] Last Claim Point: 27/02/2025 01:05:54
[23:18:25 | 27-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[23:18:25 | 27-02-2025] Node Points: 206859
[23:18:25 | 27-02-2025] Last Claim Point: 27/02/2025 01:05:54
[03:15:36 | 28-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[03:15:36 | 28-02-2025] Node Points: 206859
[03:15:36 | 28-02-2025] Last Claim Point: 27/02/2025 01:05:54
[08:06:20 | 28-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[08:06:20 | 28-02-2025] Node Points: 206859
[08:06:20 | 28-02-2025] Last Claim Point: 27/02/2025 01:05:54
[08:06:22 | 28-02-2025] ✅ Points claimed for 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[08:06:23 | 28-02-2025] 🚨 Failed to start node for 0x000130F3C1A5543A2fc252D34449E8712F87B22E: [object Object]
[19:27:20 | 28-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[19:27:20 | 28-02-2025] Node Points: 231427
[19:27:20 | 28-02-2025] Last Claim Point: 28/02/2025 01:06:21
[23:17:17 | 28-02-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[23:17:17 | 28-02-2025] Node Points: 231427
[23:17:17 | 28-02-2025] Last Claim Point: 28/02/2025 01:06:21
[03:15:17 | 01-03-2025] Wallet Address: 0x000130F3C1A5543A2fc252D34449E8712F87B22E
[03:15:17 | 01-03-2025] Node Points: 231427
[03:15:17 | 01-03-2025] Last Claim Point: 28/02/2025 01:06:21
